4648618,Emperor+Tommy92,,0,39112,0
1575014,Gemip,,0,39521,0
3098328,Prayforme,,557,11124,1
4660448,dagfy+Dawg,1256,1156,6434,1
4769438,vito+jr+11,,252,19136,1
4780318,eliascruz,,251,19182,1
4769457,tuninet,2864,930,7849,1
4491635,mars+bars705,,197,35877,1
3610584,mrmarques64,,0,46431,0
3200158,arthurpendragon18,,0,37211,0
4751778,Cecilia+Branco,1008,941,7766,1
4683259,dfghjds34564,,0,38694,0
4684180,capitan04,,0,37872,0
4772546,JoshuaSi,,0,44855,0
4710533,guestae9cb,,0,42628,0
4735175,Destinyray,,1051,7004,1
862346,Flaminz,109,3381,1027,1
4770996,ozizzil,,0,46912,0
4771010,guest140ea,,0,40079,0
2224581,Dixie+Narco,,587,10187,1
4770595,jettles,2730,219,32939,1
4769511,crewe1987,,0,38260,0
4686463,guest5cdcc,,0,41301,0
4769545,pantonfo,,500,13638,1
4498005,lolxxxx,2969,524,13571,1
2475430,kaister99,,2086,2958,1
4755975,Ruttenator,24,1835,3690,1
4769780,utopia25,,268,17734,1
4778121,UrosTheGreat,,243,21267,1
4683867,guest75cc5,,0,41724,0
4712753,Victoiasus,,540,12013,1
4773206,hyacinthe+ntemo+nkell,,197,35640,1
3177233,Guyson+Lionheart,2732,1465,5133,1
4770468,zdog99,,565,10871,1
4772922,guest39aa1,,0,40719,0
4769629,Glenda+Greek,,1052,6991,1
4680718,DutvhNut,,1567,4664,1
4761602,Aaronpowell1,,0,36636,0
2558863,Koules,,0,45319,0
2944084,cumana,,0,38312,0
4707024,guest08dfa,,0,39923,0
4666252,dazz123455,,221,25090,1
2268936,Xcarma,,0,49358,0
4773212,rhys1290,,223,23651,1
4770376,kamis22,,616,9749,1
4772929,ronaldorealmadrid,,197,36094,1
4499506,questendus,,253,19001,1
4672471,Hail+cesar,,275,16741,1
962321,jastreb4444,,260,18269,1
4688927,Christellefrerot,,223,22796,1
3367029,deathrider44,,0,38593,0
2228669,Jonyb,,0,44825,0
4778279,william325,,528,13288,1
4789729,OmbiOpaik,,0,46862,0
3325540,Elron316,750,9733,193,4
3926448,t-rocca,,175,36526,1
103276,Gilos,,629,9653,1
4768643,deegabaud,,528,13193,1
4666242,j1990shap,,322,14018,1
4775878,ambushers,,0,36976,0
2762333,Hobster,,565,10849,1
922580,Greatlord88,,538,12114,1
4715007,Buffoonery+King,1198,2185,2711,1
4798009,ardross,,268,17656,1
4780124,yello-blood,,0,49431,0
4133123,Bricka19,,197,34202,1
4771008,bhf68,,0,37500,0
4670649,Ruler+James+101,,323,13979,1
4719281,Paulcalis,2637,1267,5956,1
4786733,martynstockyb,,574,10611,1
4776685,buckhead,3068,845,8267,1
4700314,EddyJohn,1387,1849,3649,1
4791691,mj1145,,0,46304,0
4000049,uhhh2,,0,48976,0
4794095,Legion552,,0,45482,0
4524784,christly007,,219,32065,1
4755296,Onira+Daemon,3073,955,7682,1
4689351,Sander69,,0,47810,0
4708507,Lord+Panvica,1540,1849,3650,1
4778500,ZeusOverlord15,1408,256,18833,1
4776061,Lestat7.11.1760,2074,1005,7340,1
4788292,Mickeyduring420,,329,13855,1
200366,Catael,,197,34229,1
4673146,malheiroa,,221,29847,1
4690173,Mih-ortanse,2730,2099,2933,1
4757946,nmng1972,,221,30295,1
4694192,scorch750,1128,624,9690,1
4733619,citythief,,270,17341,1
4712192,Don+Lad,197,9287,207,3
4418878,tomscottisgod,,0,48824,0
4666898,TheBeefyBoy,,0,48636,0
4666348,shwars+city,,0,48036,0
4675879,Theo1616161616,1375,3309,1077,1
4409300,Pretorian100,51,1206,6219,1
3426119,Red+Bu+ll,,0,47469,0
4775881,sparco21,,0,48250,0
4167647,Luoka,,0,45751,0
1051472,Comadante,,1230,6112,1
4682687,catyyy456,879,531,12814,1
2848989,unionzack,,1573,4638,1
4310359,Jaba+II,115,3187,1171,1
4686182,Flakjacket,1093,2623,1875,1
4773207,DrDeaths,,221,25266,1
4786105,Raul+DeVleeschauwer,,258,18644,1
4667839,Maxiipus,2817,1530,4832,1
4781073,eliaspereira,,272,17116,1
4753669,kamran+Anwar,,238,21321,1
4776043,russell.newsom,,0,47717,0
790781,Juicelades,165,1966,3292,1
4778295,Bhavik17,,726,9073,1
4790768,juij112,,312,14873,1
4777212,drunkarella,,1070,6879,1
2785286,morley104,92,1228,6125,1
4753274,0Pr3ssi0n,1817,1700,4135,1
4778984,Heroes12345,,0,44112,0
2879455,swamp+rat,1109,1193,6278,1
4339721,Kaineszx,,175,36499,1
4666326,Steleios,,221,31246,1
4713103,Blaxey,435,3923,736,1
4778457,UltimateTMD,,526,13544,1
4700983,Medictim,1109,1423,5306,1
4766045,Ademia01232004,516,1017,7237,1
4698298,Luandrea,2163,2209,2661,1
4742787,damies,1008,2176,2730,1
4743061,The+Soul+Thief,,275,16825,1
4777511,BADBOYWONDER,369,1060,6935,1
4689213,beqiri,,226,21956,1
4770845,Fr3shKid26,,312,14844,1
4717908,MChapman11,1540,1653,4326,1
4595882,will+12+stevens,,247,20530,1
4773958,alenza,,0,36841,0
4674290,guest42cee,,221,26497,1
4772931,boooddou345,,0,37667,0
4692617,poiss8,,1361,5581,1
4676360,Cisse1,,838,8317,1
4773995,zeus212121,2896,833,8365,1
4342680,1holby,1864,252,19013,1
4707066,dadosaa,2798,1203,6227,1
4771004,trip401,,385,13767,1
4783880,druid99,,197,34357,1
4455477,King1018,2920,527,13298,1
4791956,tompoohed,2948,783,8717,1
1846703,rajeshkarur,115,3167,1199,1
4498205,Xuaei,,0,49390,0
4697120,sgNolifeDemaster,,0,47956,0
4760870,FudgeButts,,0,39434,0
4364776,Shadows+Creed,,450,13749,1
4692712,strangles,1987,0,48406,0
4774006,Deepseapearl,,917,7924,1
1791278,HibeeEasty,,590,10129,1
4699212,guest30234,,0,40552,0
4673202,Daniel+49,,0,38399,0
4551070,Tim.L,1540,2015,3167,1
4686265,guest8b3d0,,0,42080,0
4686434,guest4ac80,,0,41001,0
4662624,markuser7,,0,45966,0
3892666,jacko4108,,0,44445,0
4781913,DJ+Dingus,,0,38760,0
3571208,Donkey162,1093,3773,800,1
4775363,Chris.Sssss,,221,24827,1
4770998,torsius,,225,22460,1
3017312,Matjaz1993,537,1611,4494,1
4699224,devail,,0,38678,0
4775922,Brora+Rangers,,0,37768,0
4736554,lollyville,,0,45636,0
3036157,Danny5500,,0,38424,0
4415344,forehead13,,221,25529,1
4775994,dragaaan,,0,38861,0
4696720,ideclare,1249,2131,2845,1
4695827,Karakallah,2427,1497,4988,1
3492149,EvilEnforcer,,606,9849,1
4633318,Toblakai17,,0,48793,0
4796530,Gilerat,,175,36485,1
4704678,danial000,,0,38392,0
2585269,ninja7,,541,11866,1
4792508,hd2014hd,3060,902,8006,1
4695349,chaberlinos+Revenge,,221,24765,1
4773293,pablo1983,2770,1260,5994,1
4699462,ADFCN,,1022,7208,1
4752714,Marlyz,,198,34047,1
4773214,goat2014,,245,20795,1
2944545,CimmiC,,245,20699,1
4700134,mciqqbal,2163,1318,5740,1
4675961,StreamXXX,435,2423,2220,1
4306132,mannerob,2427,1696,4153,1
4777380,crina76grs,,225,22143,1
94454,igoris,,647,9565,1
4704689,homer2014,,1260,5991,1
4329710,conmaneatschickens,,223,22816,1
1888022,FoolDeath,,658,9504,1
4785407,CurtisRichards,,197,34276,1
4776138,Bobster.w,,310,15017,1
4498193,Lillaea,,0,45553,0
4689017,WJB01,,242,21284,1
4770898,hannahzhangxo,,581,10393,1
4683953,Emobytch22,,536,12292,1
4752579,wordlesstomcat,,958,7653,1
4779216,Deadheadtoker,,0,38580,0
4666382,guest119ea,,219,32197,1
4770788,yolomaster101,2874,545,11678,1
4791203,jspg,,0,44880,0
4244619,eduard80,,0,39010,0
4689060,gueste5c1c,,0,43512,0
4786488,AldoCarmon,,0,36832,0
4570494,NecaKnez,,0,46574,0
4717228,Dundee89,,236,21371,1
4285735,The-Jester,,0,48665,0
4770672,kpfrew,,249,19630,1
4767968,gildar2014,,317,14299,1
4772932,Death+Lord+Inc.,,0,38592,0
4770363,Jasonmcclfc,869,1109,6666,1
3731009,Valdas35,1008,1198,6256,1
4694795,Noogopolis,2244,1659,4300,1
763718,viper1436,,270,17617,1
4405096,Strontium+Dog,197,3674,847,1
1969465,Jenko95,92,3552,921,1
4139263,DarkRider13,,548,11434,1
4776995,Golden+Sue,2952,794,8622,1
4690717,Brystow,,0,37784,0
4770902,Viper2B,,197,36302,1
1516835,zoom+god,,245,21221,1
4770800,ninjamole,,245,21011,1
4770897,chain.reader,,258,18468,1
4091030,theotocopolis,,247,20472,1
4770896,Moonpie10,,0,46391,0
4770913,sparta+1991,,219,33131,1
4770908,Gammergirlis10,,247,20115,1
4770911,Jedd137,,245,20865,1
4770906,ijarvis,,247,20167,1
4690730,johnjp5786,527,2820,1577,1
4774040,sk2005,,0,48110,0
4776505,matt111112,,0,46029,0
4776709,Semajoes.,,0,47920,0
4771003,Millitia+Dom,2856,1480,5073,1
4726720,Damian+Millis,3017,1032,7142,1
4682358,Lynda+The+Great,,219,32999,1
4676222,guest2ad1a,,221,26226,1
3120795,rubyrexwag,,633,9642,1
4772930,Fadeswe,,307,15379,1
1552441,Mike+the+Magnificent,2427,1211,6199,1
4777542,Thahir31,,256,18822,1
4771009,Richie1609,,1038,7098,1
4705902,maxthorn,,221,29978,1
4772301,Tiaaaa,,247,20477,1
4770907,guest0fa76,,221,25924,1
4770649,destroyer+of+all+worlds,,0,38669,0
4791515,05AshallL,,221,23980,1
475251,nakimiki,,0,46526,0
4735363,amleht,,1526,4845,1
3937430,burgerboy95,,0,37819,0
4573575,H073,92,2746,1691,1
4713832,codeye007,1540,1854,3633,1
4749712,super-flyX,,1385,5466,1
4768865,AmberNicholle,2473,1364,5560,1
4780651,filipvojin,2979,250,19352,1
4770914,kiwanni,,0,45231,0
4666478,Rappy+II,,223,23628,1
4772506,boxie1,,0,37694,0
4788507,pixiee6,,0,47152,0
2403387,alman+2,,1511,4922,1
4703024,haynsky,1198,1116,6624,1
4695987,Freakazoiid,435,1925,3416,1
4770895,jellblefhjbgg,,540,11950,1
4770533,Perseus+Defetus+Cetus,,481,13731,1
4771893,borevelm,,595,10031,1
4616190,Pubebeard,,175,36512,1
4741498,alice+wolf,3100,533,12587,1
4715448,Chupy7,,221,24843,1
4770999,Praanic,,315,14520,1
4748322,budha1,2883,888,8057,1
4773352,1971maximus2014,3003,1051,7001,1
4699951,zonp,,2143,2809,1
4388018,fizzop,,247,20103,1
4688588,jon.d,1540,2164,2759,1
4770772,OTolley,,0,46899,0
4795517,popadopadom,2693,1068,6885,1
4770934,tikione,,199,33999,1
4668286,DUNKY+BHOY,,0,38948,0
4449613,Panabello,,571,10703,1
4788352,damian.p,,549,11402,1
3900408,Theseus612,,0,48698,0
4708679,guestd2586,,0,43183,0
4772434,Ellie2508,,0,39063,0
4781647,MAXIMILIAN+PAPASAVVAS,,0,46059,0
4349354,eddie0423,,0,38995,0
2933244,Nelietis,,0,46591,0
4681033,Sunia15,,0,48440,0
3885443,prakhargoel,,0,47239,0
4773400,tuptup1234,,0,48936,0
4680861,pink+penguin,,741,8970,1
4703195,mylah,,0,46498,0
4682233,george+deatcher,,0,39544,0
4749073,MrOJPurvis,,0,46437,0
1323618,supdudet,1326,1082,6821,1
4770915,Avellaa,,548,11428,1
78538,brinkofwar,,0,37755,0
4772315,Mama+Melko,,496,13659,1
4337280,iilas,,531,12855,1
4771226,dsmp2,,236,21370,1
4751605,pyrophoric,,219,33085,1
1849332,Unit8890,2185,1378,5503,1
4770318,wallec3,,624,9693,1
2644373,ramtin1296,,0,47402,0
4782163,chamss1234,,245,20681,1
4456930,Tarikc2,,584,10319,1
4769867,fap007,2590,1356,5598,1
4754312,andrew+munday,,0,37038,0
2151105,Harmoni,,687,9361,1
4778021,Lowie987654321,,295,15807,1
3458610,Techtim87,,0,48581,0
4683209,guest392ee,,221,26394,1
160075,jackaroo3699,2984,262,18072,1
4754887,The+Devil+Azazel,2746,2016,3165,1
4790755,martin+2005,,245,20960,1
4770940,Divinious+Supreme,2935,1169,6379,1
4712758,maks987,,197,35860,1
4771669,jaydsy,,0,44570,0
4780595,GreekGoddess96,,210,33237,1
4687138,zmmtiger,,0,49569,0
4774836,CEYDA80,2903,247,19992,1
4746218,Brianolis,,773,8786,1
3039425,noxine,,197,35991,1
2126914,damond14,2855,830,8376,1
4702992,Jodina,3018,2258,2549,1
4774783,ScarredandBruised,,175,36517,1
4770225,Cthulh,,392,13760,1
4695290,CAT+McKenzie,1198,1215,6178,1
4666226,djaja,23,324,13940,1
2800161,charleslubini,382,7353,282,2
4770150,VirtualFunction,,274,16983,1
1244186,Naohide10,24,2905,1465,1
1211383,demona008,,531,12824,1
4776538,dennis25peeters,,1025,7189,1
4783758,jade.z,,256,18784,1
644317,vcrow1976,,533,12751,1
4774942,Madame+Sif,2905,251,19240,1
4436345,Belgaron,,0,37458,0
4769307,Onik1,,0,46875,0
3609895,Dirty+DM,,0,38740,0
4776153,james+stevens+2,,221,29050,1
4685383,Markios1,109,1750,3966,1
4688699,Arkiterri,516,1475,5091,1
4797603,Adastrea,,605,9864,1
4772933,khairn,,199,33779,1
4773231,omuldeaur,,285,16056,1
4773217,Conqueror+Col,369,1274,5924,1
4671130,Vagore,24,1999,3208,1
4743019,John49494,,221,29205,1
4724205,freakyj20,,1248,6040,1
4693448,madisonrose2004,,0,45800,0
4778039,Francoceron,,0,39387,0
4757925,CAVR0025459778,,0,37934,0
4773215,purple+eye,,0,47295,0
4718838,downloadxD,,0,38857,0
4789259,kat1sh,,734,9013,1
4782204,jordan+8632763,,223,23233,1
4696807,albertronicus,1008,1293,5847,1
4783722,Osididious,,1161,6415,1
4474451,DieAndSmile,,605,9866,1
4696548,Faris1234,,247,20096,1
428180,hamzaifaruk,,0,44011,0
2923961,PETKOVA63,,0,47082,0
4779260,steropss,,0,48369,0
3479648,ppakulski,,0,47231,0
299458,neilsarbutt,,190,36364,1
96283,rexer222,,272,17210,1
4772934,makemeproud,,177,36443,1
4744822,kikins19,,0,45125,0
4681017,cdvf,,188,36369,1
4770947,420850,,565,10840,1
4701113,the+gc,,328,13869,1
4770951,guest78a70,,197,34993,1
4780188,tanmay456,,0,48540,0
4679255,mythologylord,369,4508,549,1
4770953,Soso1990,,529,13140,1
4666555,guest48182,,197,34763,1
4700618,blabbergail,,258,18456,1
4771974,Raging+Artemis,2878,1503,4957,1
2487654,Xsandra,,740,8978,1
4782466,rockyll,,545,11649,1
4737899,waildas,,0,49192,0
4337894,Isledahl,,525,13566,1
4782321,jodi6,,525,13567,1
4783744,itchy+kitty,,332,13833,1
12305,LadyHawk,,601,9936,1
4770899,tex+holdem2,,0,48609,0
4220846,im-so-fly,,305,15544,1
4756672,3okipoki,1093,1628,4416,1
4770930,guest55598,,197,34833,1
4776275,MORPHEUS+SHINN,,256,18803,1
4684431,INVICTUSSERB,435,2006,3194,1
4778058,the+rock2981,,0,48694,0
4770920,FireExi7,,221,25499,1
4793566,EmirShala,,0,39100,0
4783237,BloodRed69,,725,9085,1
4740945,beer+belly,,188,36367,1
4483733,sgarlet,,0,47955,0
4777834,sandyman6655,1540,1275,5922,1
4770936,Josh.Greene,,201,33451,1
4676878,Moises.G,,776,8772,1
4770297,Power+Surge,,0,47230,0
4782254,Suckadicpls,,263,18004,1
4776237,Nordsmark,,0,46751,0
4709821,King+But+Not+Ruler,1798,1897,3497,1
4770956,Asteria+Of+The+World,,221,24325,1
4228344,youcon1,,223,23943,1
4716555,Big+berths,2952,1371,5538,1
4780350,reformistfan123,,0,47485,0
4770928,brave+mouse,,0,37724,0
4698727,BehindTheCurtain,791,1232,6105,1
4779324,William509,,491,13721,1
4691988,malcolle,,197,35861,1
4502150,karl+marshall,,0,45000,0
4704181,Vivipolis,1540,2132,2844,1
4690192,Siegmun,,1328,5698,1
4770929,MiDNiGhTMaGiC47,,197,35912,1
4440748,Astro52,,221,24331,1
4677838,ian+god,369,1473,5100,1
4770923,guest2ce1a,,0,40494,0
1249668,Aris1,2870,1127,6568,1
4737825,stevenshen2006,,247,20447,1
4787408,FlyLikeAg6,,197,34419,1
4773127,macro10,,283,16107,1
4684700,davec84,,0,38509,0
4744684,tarzanc,,0,48551,0
4716359,paulyd12345,,223,23586,1
4770933,Albert+Jr,,260,18198,1
4770948,dum0re,,312,14834,1
4770944,sam1177,,0,47776,0
4770918,kiwanni23,,281,16192,1
4770958,aceman61,,309,15280,1
4770973,guest8cd95,,0,42106,0
4770975,guest20f15,,0,40280,0
4161233,House+of+Holy,,961,7633,1
4630398,zeus75..,,175,36529,1
3922918,jaka2005,2949,645,9585,1
4770974,gaurav75tgcbemba,,0,39498,0
4770992,joeottawa,,293,15861,1
4770900,dixonhunt,,230,21713,1
4773398,Lord+Kodos,,640,9612,1
4791837,daniel2014daniel,,0,38397,0
4710471,thesageus,,199,33997,1
4742721,the+SATYA,,0,48696,0
4772935,brad+furlong,,0,37705,0
4787634,elrid,,0,39074,0
4706031,NikolaZero,,1190,6291,1
4789469,kevin+1st+true+God,,0,45082,0
4770961,guyguycameron2,,526,13386,1
4674760,neon1,400,1196,6265,1
4773219,guestf5842,,0,43785,0
4770955,cathy+patenaude,,237,21333,1
4682725,Emperor+Thim,516,2014,3170,1
4796464,BB86,3099,822,8430,1
2506555,foes,,307,15380,1
4770924,FAZERRAZER,,555,11185,1
4666388,Lindahaddad,,175,36505,1
4773220,ashneel+amit+sharma,,250,19325,1
4745286,Mensusa,,682,9391,1
4680052,guesta7956,,0,42506,0
4770977,guestca9b0,,197,35368,1
4696855,Breticlese,,0,37733,0
4779279,jmsdca,,312,14869,1
4773972,xzolokx,,0,49602,1
4770994,Joshua71090,,322,14023,1
4776244,ownsausce,,535,12486,1
4770990,rayyan3105,,637,9627,1
4742736,ThatFromageGuy,,0,48627,0
4797239,RoySwek,,175,36514,1
4771016,guest438ed,,219,32337,1
4784346,kings+castle,,0,45205,0
4773937,garagau,,493,13684,1
4790617,Gotaga,,0,39689,0
4704729,nayarh,,0,46565,0
4308256,bordeauxFR,,0,37674,0
4771013,awesomehero12,,223,22660,1
4771017,guest2d6f5,,0,40503,0
4743876,markopolo38,,0,45963,0
4770919,Kyle+McDonald,,197,35798,1
4706734,Benny6611,1571,0,37473,0
4773218,aaaan1,,221,24019,1
4694806,maryannbh,,0,45993,0
4770917,Andre+pedreros,,221,24212,1
4600431,Hofocles,,996,7410,1
4770935,Bradysince01,,0,37710,0
4770938,guest9962f,,0,42289,0
1930342,DpakoH,2427,1293,5850,1
4770957,iitsObey,,0,44276,0
4770980,Rahzar1,,268,17719,1
4770979,guest4fe5d,,0,41077,0
4770945,INDOgotHATERZZ,,197,35659,1
4716025,Andriy+The+Great,1093,1823,3731,1
4764478,titu111,,0,48778,0
4709584,Kyrithyn,,0,45384,0
4770941,guest6fa61,,221,27027,1
4770950,Uricville,,332,13841,1
4666570,shai+dayley+1,,221,31034,1
4770962,ogofkdk2039,,199,33896,1
4771011,BAIFERN,,221,24383,1
4770972,izziexx,,197,35673,1
4770969,mateo+dinardo,,221,29928,1
4770932,LouSypher,,553,11266,1
4770984,Rouven.B,,245,21080,1
4770952,LadyViolating,,540,11956,1
4770991,Master995,,223,23447,1
4770978,Santana919,,0,47830,0
4770981,YunkMaster,,274,16986,1
4782287,alicia13,,597,9986,1
4681258,DNice811,,1317,5743,1
3780747,Alexg0d1,115,3394,1017,1
3741756,willi+boyk,,0,49288,0
4715683,pthyagoras,1540,1964,3301,1
3402449,Andrios27,51,4751,513,2
4770901,knellson,,548,11458,1
4791904,Kazmar,1556,895,8034,1
4683190,kelseyp123,,223,23271,1
1838236,Mouthjunk,,538,12169,1
4610163,mmgrozaj,,803,8559,1
3520118,abramowing,165,1086,6795,1
780541,Devilman66,,535,12409,1
3621964,Storck,2163,1564,4681,1
4718195,Altayus,1817,2674,1792,1
318185,airmidlein,77,15968,57,3
2887439,Mick+the+Magnificent,24,4264,619,1
441547,hotch..07,,526,13389,1
4771671,jaydsy1990,,270,17447,1
2916945,fonz1,321,1854,3634,1
4775832,istrus,,723,9113,1
4793917,God+Boss,,275,16739,1
4770942,sebastien01,,236,21425,1
1544674,yomanhi2,3023,0,49448,0
4769084,Goutam123,3018,1795,3834,1
3589336,adrianko1222,,0,36729,0
4777833,Robo+Pig,2948,1213,6188,1
4757475,Raykar,,0,47439,0
4666068,guest0f76a,,0,40005,0
4574256,Elslobo,2381,918,7919,1
4695371,dapaberjel,,221,25041,1
617882,amoruso75,,673,9430,1
4679623,megakingboo11,1817,2526,2034,1
4760513,softball+forever,,197,36169,1
4771012,Riley.E,,272,17211,1
4778131,marco.c.nakoul,,265,17857,1
2124555,epico99,2241,665,9466,1
4715033,higgs+boson,1593,1932,3395,1
4704423,drazen+drugi,,0,38883,0
122268,Nitrod,,197,35982,1
4770925,Vashk,,221,31679,1
4744054,juventusto,,284,16085,1
4782274,himynameisabby,,463,13744,1
4684205,Kalanoob,,0,44960,0
